,value,mte,mov,me,score
0,100.0,1.0330895000000002,643.68,2.2038742457923144,0.30517584247064516
1,250.0,2.3141325999999998,633.47,0.5827246744998528,0.42580331176242164
2,500.0,5.9040588,630.08,0.04445855827248117,0.7920880277322324
3,750.0,9.136665899999997,630.02,0.03493172435694305,0.7580584485591115
4,1000.0,10.201564099999999,630.42,0.09844395046046436,0.49893171961308325
