,value,mte,mov,me,score
0,1.0,6.1926477,630.64,0.13337567481740742,0.5476605522622758
1,5.0,5.506485,631.22,0.22546840266752508,0.4461221856130682
2,10.0,6.2261513,630.14,0.05398539218800125,0.7484350859911962
3,15.0,5.156451800000001,630.78,0.15560495395363896,0.5548252068008898
4,20.0,5.140247899999999,630.4399999999999,0.10161956176563773,0.6568792797114027
5,25.0,5.6388458,630.06,0.04128294696728976,0.8111693660086324
6,30.0,5.4192617,629.9,0.015878056525884844,0.920770172582124
