,value,mte,mov,me,score
0,1.0,6.3302311,630.64,0.13337567481740742,0.5422114766632684
1,2.0,6.703348799999999,632.35,0.40489044140998226,0.2692426471611429
2,3.0,7.039442299999999,634.1,0.6827564306129038,0.1722289588183853
3,4.0,7.653997100000001,634.81,0.7954906319466484,0.14106992813914074
4,5.0,7.763591299999999,632.65,0.45252461098761876,0.2215714848465687
