,value,mte,mov,me,score
0,1.0,3.5130172,632.7099999999999,0.4620514449031388,0.38121455879934274
1,5.0,5.6257838,631.16,0.21594156875198695,0.4514997645324754
2,10.0,7.985392499999999,629.8,0.0,1.0
3,15.0,10.590218000000002,630.36,0.08891711654494429,0.5150254428783496
4,20.0,11.9227843,632.6499999999999,0.4525246109876007,0.15636352658415756
