size,solutions
60,629.800000:5.635902 629.800000:5.098937 629.800000:4.916245 629.800000:5.654145 631.200000:6.459637 629.800000:5.796153 629.800000:5.704815 630.800000:5.284460 629.800000:4.882717 631.200000:4.746336 
