size,solutions
60,629.800000:6.603703 630.800000:6.452071 629.800000:6.424471 629.800000:6.707008 648.500000:6.008037 633.200000:8.648585 630.500000:5.954063 629.800000:6.652144 629.800000:7.666172 631.500000:5.917234 
