size,solutions
60,630.800000:5.602374 629.800000:6.572160 636.000000:6.376383 629.800000:5.362390 629.800000:5.933553 629.800000:5.746902 629.800000:7.334627 629.800000:6.504941 631.000000:6.308159 629.800000:6.184988 
