size,solutions
60,629.800000:4.911869 629.800000:5.222816 629.800000:5.523571 629.800000:4.558796 629.800000:4.834219 629.800000:5.076190 634.100000:5.063923 631.400000:5.511411 629.800000:7.355301 630.800000:5.439044 
